Usuarios que tomaron bicicleta: ,1.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0
Usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo vacía: ,188.9493595074677,338.4062520701811,241.3131116945622,13.565137489391816,161.20144194496044,89.8817685571276,2.4562891082659917,321.58687779527236,22.10945480951915,106.41929465009974,240.15412018985387,208.3183512796556,152.66424461160904,187.6056906726507,149.47840248456015
Usuarios que dejaron bicicleta: ,1.0,2.0,3.0,4.0,2.0,6.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0
Usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo llena: ,0.0,0.0,0.0,96.85936455578684,0.0,15.760411789399939,0.0,0.0,114.54531659799915,0.0,52.921409084913364,0.0,0.0,0.0,0.0
Balance: ,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0
