Estadísticas globales:
Fracc. promedio de usuarios que esperaron tomar bicicleta: ,0.0
Varianza de fracc. de usuarios que esperaron tomar bicicleta: ,0.0
Fracc. promedio de usuarios que esperaron dejar bicicleta: ,0.10687289896632887
Varianza de fracc. de usuarios que esperaron dejar bicicleta: ,1.0549408503477894E-5
Fracc. promedio de usuarios que esperaron: ,0.05018834096497829
Varianza de fracc. de usuarios que esperaron: ,2.216147642072376E-6
Fracc. promedio de usuarios que no esperaron: ,0.9498116590350217
Varianza de fracc. de usuarios que no esperaron: ,2.216147642072376E-6
Tiempo de espera promedio para tomar bicicleta: ,0.0
Varianza del tiempo para tomar bicicleta: ,0.0
Tiempo de espera promedio para dejar bicicleta: ,8.455961416755036
Varianza del tiempo para dejar bicicleta: ,0.15041473494827073
Tiempo de espera promedio: ,3.970796906161634
Varianza del tiempo de espera: ,0.03081385582576246
Fracc. promedio de tiempo con estaciones vacías: ,0.23241764632699186
Varianza de la fracc. de tiempo con estaciones vacías: ,7.922331985217579E-6
Fracc. promedio de tiempo con estaciones llenas: ,0.11399908602839952
Varianza de la fracc. de tiempo con estaciones llenas: ,3.220780541711085E-6
Fracc. prom. de tiempo con estaciones llenas o vacías: ,0.34641673235539133
Varianza de la fracc. de tiempo con estaciones llenas o vacías: ,0.24258447846386197
